City,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
529,Magdagachi,RU,2022-03-16 16:26:36,53.45,125.8,9.07,94,100,8.88,light snow
530,Sandnessjoen,NO,2022-03-16 16:26:37,66.0217,12.6316,44.71,56,75,18.41,broken clouds
531,Putyatino,RU,2022-03-16 16:26:37,54.16,41.1169,18.1,82,23,11.18,few clouds
532,Valley City,US,2022-03-16 16:23:02,46.9233,-98.0032,41.52,87,20,10.36,few clouds
533,Clifton,US,2022-03-16 16:24:29,40.8584,-74.1638,65.48,48,0,6.91,clear sky
534,Yuli,NG,2022-03-16 16:26:38,9.6989,10.2744,100.15,9,63,10.02,broken clouds
535,Christchurch,NZ,2022-03-16 16:26:39,-43.5333,172.6333,51.94,85,100,1.14,overcast clouds
536,Aksu,CN,2022-03-16 16:26:39,41.1231,80.2644,54.16,38,69,7.07,broken clouds
537,Waingapu,ID,2022-03-16 16:26:39,-9.6567,120.2641,79.39,86,32,4.5,scattered clouds
538,Almunecar,ES,2022-03-16 16:26:40,36.7339,-3.6907,59.68,85,100,3.36,overcast clouds
539,Aktash,RU,2022-03-16 16:26:40,50.3,87.7333,-6.27,91,71,1.63,broken clouds
540,Sambava,MG,2022-03-16 16:26:41,-14.2667,50.1667,78.91,88,67,5.35,light rain
541,Ixtapa,MX,2022-03-16 16:22:47,20.7,-105.2,74.43,60,0,2.3,clear sky
542,Acarau,BR,2022-03-16 16:26:41,-2.8856,-40.12,81.46,77,97,5.68,overcast clouds
543,Kushmurun,KZ,2022-03-16 16:26:42,52.4503,64.6311,-0.98,98,18,7.18,few clouds
544,Savannah Bight,HN,2022-03-16 16:26:42,16.45,-85.85,79.99,75,13,12.39,few clouds
545,Palmer,US,2022-03-16 16:26:43,42.1584,-72.3287,55.24,76,20,0.0,few clouds
546,Yarada,IN,2022-03-16 16:26:43,17.65,83.2667,82.72,74,20,4.61,mist
547,Sept-Iles,CA,2022-03-16 16:23:34,50.2001,-66.3821,24.06,83,100,10.36,overcast clouds
548,Monaghan,IE,2022-03-16 16:26:44,54.25,-6.9667,49.39,61,65,7.63,broken clouds
549,Nago,JP,2022-03-16 16:26:44,26.5881,127.9761,70.65,82,100,10.02,overcast clouds
550,Ateli,IN,2022-03-16 16:26:44,28.1,76.2833,84.6,17,91,9.98,overcast clouds
551,Eidsvag,NO,2022-03-16 16:26:45,62.7767,8.0668,50.65,79,98,7.34,overcast clouds
552,Puerto Escondido,MX,2022-03-16 16:26:45,15.85,-97.0667,83.23,78,0,5.75,clear sky
553,Pagegiai,LT,2022-03-16 16:26:46,55.1381,21.9089,46.0,59,0,6.55,clear sky
554,Takanosu,JP,2022-03-16 16:27:46,40.2219,140.3694,32.92,99,93,0.4,snow
555,Dali,CN,2022-03-16 16:27:46,25.7,100.1833,56.41,53,0,6.4,clear sky
556,Taber,CA,2022-03-16 16:27:47,49.8167,-112.1518,44.44,50,78,16.11,broken clouds
557,Gubkinskiy,RU,2022-03-16 16:27:47,64.434,76.5026,17.15,97,95,9.69,overcast clouds
558,Eldorado,BR,2022-03-16 16:27:48,-23.7869,-54.2836,84.42,47,0,4.21,clear sky
559,Valdemarpils,LV,2022-03-16 16:27:48,57.3707,22.5919,41.29,68,1,5.75,clear sky
560,Hit,IQ,2022-03-16 16:27:49,33.6416,42.8251,51.96,21,0,11.88,clear sky
561,Edgemoor,US,2022-03-16 16:23:07,39.7501,-75.4996,68.45,44,0,5.75,clear sky
562,Kimbe,PG,2022-03-16 16:27:50,-5.5502,150.1429,76.69,92,83,3.31,broken clouds
563,Hayden,US,2022-03-16 16:27:50,47.766,-116.7866,40.96,83,75,8.05,broken clouds
564,Staryy Nadym,RU,2022-03-16 16:27:50,65.6118,72.6842,21.54,93,98,13.09,overcast clouds
565,Aksarka,RU,2022-03-16 16:27:51,66.5606,67.7975,16.16,97,99,4.43,overcast clouds
566,Carndonagh,IE,2022-03-16 16:27:51,55.25,-7.2667,47.82,68,64,12.77,broken clouds
567,Amparafaravola,MG,2022-03-16 16:27:52,-17.5833,48.2167,70.14,96,88,4.97,moderate rain
568,Guerrero Negro,MX,2022-03-16 16:27:52,27.9769,-114.0611,63.0,74,2,14.81,clear sky
569,Kisangani,CD,2022-03-16 16:25:22,0.5167,25.2,87.87,51,77,4.81,broken clouds
570,Orlik,RU,2022-03-16 16:27:53,52.5178,99.825,-7.69,93,87,2.42,overcast clouds
571,Linhares,BR,2022-03-16 16:27:53,-19.3911,-40.0722,87.93,54,30,5.08,scattered clouds
572,Ler,SS,2022-03-16 16:27:54,8.3018,30.1418,91.36,11,47,6.49,scattered clouds
573,Lipari,IT,2022-03-16 16:27:55,38.4674,14.954,58.32,69,100,7.67,overcast clouds
574,Shache,CN,2022-03-16 16:27:55,38.4167,77.2406,69.71,22,86,12.46,overcast clouds
575,Kutum,SD,2022-03-16 16:27:56,14.2,24.6667,69.4,11,0,15.3,clear sky
576,Farmington,US,2022-03-16 16:25:43,36.7281,-108.2187,49.21,41,20,8.05,few clouds
577,Wanning,CN,2022-03-16 16:27:56,18.8003,110.3967,72.68,93,27,4.36,scattered clouds
578,Okahandja,NA,2022-03-16 16:27:57,-21.9833,16.9167,82.81,24,2,10.67,clear sky
579,Plettenberg Bay,ZA,2022-03-16 16:27:57,-34.0527,23.3716,66.24,74,24,4.03,few clouds
580,Muisne,EC,2022-03-16 16:27:57,0.6,-80.0333,81.27,75,54,3.0,light rain
581,Kolpny,RU,2022-03-16 16:27:58,52.2282,37.0368,12.24,91,79,7.34,broken clouds
582,Sivas,TR,2022-03-16 16:27:58,39.7916,37.0019,27.23,74,75,10.36,broken clouds
583,Kahului,US,2022-03-16 16:27:59,20.8947,-156.47,76.84,82,0,8.01,clear sky
584,Balkhash,KZ,2022-03-16 16:27:59,46.844,74.9804,24.13,53,92,19.66,overcast clouds
585,Mlalo,TZ,2022-03-16 16:28:00,-4.9333,38.9333,78.94,78,15,7.58,light rain
586,Xuddur,SO,2022-03-16 16:28:00,4.1213,43.8894,88.21,19,9,10.27,clear sky
587,Urumqi,CN,2022-03-16 16:28:00,43.801,87.6005,36.55,87,0,2.24,clear sky
588,Chifeng,CN,2022-03-16 16:28:01,42.2683,118.9636,19.83,44,56,4.72,broken clouds
589,Srednekolymsk,RU,2022-03-16 16:28:01,67.45,153.6833,-22.5,100,81,2.71,broken clouds
590,Ayagoz,KZ,2022-03-16 16:28:02,47.9714,80.4392,4.33,96,31,8.39,scattered clouds
591,Upington,ZA,2022-03-16 16:28:02,-28.4478,21.2561,84.58,20,20,4.61,few clouds
592,Pitmoaga,BF,2022-03-16 16:28:03,12.2397,-1.8767,102.36,16,48,2.71,scattered clouds
593,Shimoda,JP,2022-03-16 16:28:03,34.6667,138.95,55.11,48,32,10.71,scattered clouds
594,Beringovskiy,RU,2022-03-16 16:28:04,63.05,179.3167,-12.08,92,20,5.64,few clouds
595,Kiboga,UG,2022-03-16 16:28:04,0.9161,31.7742,76.87,44,78,2.51,broken clouds
596,Calbuco,CL,2022-03-16 16:29:05,-41.768,-73.1273,63.61,79,100,11.12,overcast clouds
597,Stejaru,RO,2022-03-16 16:29:05,44.7667,28.55,38.21,79,100,14.43,overcast clouds
598,Darnah,LY,2022-03-16 16:29:06,32.767,22.6367,54.81,66,0,9.15,clear sky
599,Feldkirchen,DE,2022-03-16 16:29:06,48.148,11.7434,51.13,75,42,5.01,scattered clouds
600,Cap Malheureux,MU,2022-03-16 16:29:07,-19.9842,57.6142,80.47,86,56,6.13,broken clouds
601,Acapulco,MX,2022-03-16 16:29:07,16.8634,-99.8901,82.22,69,0,0.0,clear sky
602,Marquette,US,2022-03-16 16:29:08,46.5333,-87.6335,42.24,98,100,8.43,overcast clouds
603,Matara,LK,2022-03-16 16:29:08,5.9485,80.5353,78.26,86,100,6.2,moderate rain
604,Echternach,LU,2022-03-16 16:29:08,49.8056,6.4222,53.37,86,50,8.95,scattered clouds
605,Batagay,RU,2022-03-16 16:29:09,67.6333,134.6333,-23.64,98,46,2.71,scattered clouds
606,Barroquinha,BR,2022-03-16 16:29:09,-3.0189,-41.1361,79.99,80,100,6.69,light rain
607,Poya,NC,2022-03-16 16:29:10,-21.35,165.15,78.66,86,100,2.86,moderate rain
608,Jiangyou,CN,2022-03-16 16:29:11,31.7667,104.7167,66.96,75,100,2.64,light rain
609,Mardin,TR,2022-03-16 16:29:11,37.3131,40.7436,32.76,50,0,14.79,clear sky
610,Talavera De La Reina,ES,2022-03-16 16:29:12,39.9635,-4.8308,61.23,58,100,5.64,overcast clouds
611,Ranong,TH,2022-03-16 16:29:12,9.9658,98.6348,78.67,82,86,3.62,overcast clouds
612,Mugur-Aksy,RU,2022-03-16 16:29:13,50.35,90.5,-0.53,92,31,7.61,scattered clouds
613,Savelugu,GH,2022-03-16 16:29:13,9.6244,-0.8253,102.94,21,52,6.96,broken clouds
614,Salyan,AZ,2022-03-16 16:29:13,39.5936,48.9805,41.38,69,68,7.74,broken clouds
615,Maniitsoq,GL,2022-03-16 16:29:14,65.4167,-52.9,-0.76,86,100,10.29,light snow
616,Barcelos,PT,2022-03-16 16:26:01,41.5388,-8.6151,60.94,63,84,15.64,broken clouds
617,Havoysund,NO,2022-03-16 16:29:14,70.9963,24.6622,32.23,69,6,15.86,clear sky
618,Dolinsk,RU,2022-03-16 16:29:15,47.35,142.8,26.08,98,100,5.19,light snow
619,Alamos,MX,2022-03-16 16:29:16,27.0167,-108.9333,78.19,13,98,2.66,overcast clouds
620,Ghanzi,BW,2022-03-16 16:29:16,-21.5667,21.7833,81.43,32,36,7.81,scattered clouds
621,Denizli,TR,2022-03-16 16:29:16,37.8402,29.0698,46.54,55,64,1.7,broken clouds
622,Amga,RU,2022-03-16 16:29:17,60.8953,131.9608,3.56,96,100,6.78,light snow
623,Salina,US,2022-03-16 16:29:17,38.8403,-97.6114,63.3,44,0,17.27,clear sky
624,Vung Tau,VN,2022-03-16 16:29:18,10.346,107.0843,78.67,82,97,13.91,overcast clouds
625,Makakilo City,US,2022-03-16 16:27:14,21.3469,-158.0858,74.28,84,0,3.44,clear sky
626,Zaranj,AF,2022-03-16 16:29:19,30.9667,61.8833,80.56,8,0,7.47,clear sky
627,Victor Harbor,AU,2022-03-16 16:29:19,-35.5667,138.6167,68.13,79,96,4.65,overcast clouds
628,Changji,CN,2022-03-16 16:29:19,44.0167,87.3167,39.99,87,0,2.24,clear sky
629,San Policarpo,PH,2022-03-16 16:29:20,12.1791,125.5072,80.65,85,100,6.71,heavy intensity rain
630,Linjiang,CN,2022-03-16 16:29:20,41.8069,126.9078,20.48,77,82,3.31,broken clouds
631,San Andres,CO,2022-03-16 16:29:21,12.5847,-81.7006,86.02,66,20,16.11,few clouds
632,Devarkonda,IN,2022-03-16 16:29:21,16.7,78.9333,87.24,16,58,1.36,broken clouds
633,Kuzino,RU,2022-03-16 16:29:22,57.0224,59.4412,3.24,94,11,2.17,few clouds
634,Fershampenuaz,RU,2022-03-16 16:29:22,53.5202,59.8117,-8.79,100,81,4.41,broken clouds
635,Bani,DO,2022-03-16 16:25:08,18.2833,-70.3333,84.85,47,0,13.6,clear sky
636,Saint-Ambroise,CA,2022-03-16 16:29:23,48.5501,-71.3324,30.74,100,100,10.25,light snow
637,Japura,ID,2022-03-16 16:29:23,-0.3167,102.35,75.24,96,95,2.51,overcast clouds
638,Daugai,LT,2022-03-16 16:29:24,54.3667,24.3333,41.13,69,5,7.99,clear sky
639,Qala,AZ,2022-03-16 16:29:24,40.4418,50.1681,40.89,81,0,4.61,clear sky
640,Sao Jose Da Coroa Grande,BR,2022-03-16 16:29:25,-8.8978,-35.1478,83.46,72,46,9.57,light rain
641,Cedar City,US,2022-03-16 16:27:00,37.6775,-113.0619,36.57,87,100,6.91,light rain
642,Megion,RU,2022-03-16 16:29:25,61.0296,76.1136,19.42,94,100,17.27,light snow
643,Montrose,US,2022-03-16 16:29:26,38.4166,-108.2673,40.44,42,100,4.68,overcast clouds
644,Taoudenni,ML,2022-03-16 16:30:26,22.6783,-3.9836,81.0,15,0,11.34,clear sky
645,Shenzhen,CN,2022-03-16 16:30:26,22.5455,114.0683,76.06,94,100,4.0,overcast clouds
646,Ugoofaaru,MV,2022-03-16 16:30:27,5.6667,73.0,83.44,72,96,8.03,overcast clouds
647,Hailar,CN,2022-03-16 16:30:28,49.2,119.7,-8.52,89,5,7.76,clear sky
648,Ondjiva,AO,2022-03-16 16:30:28,-17.0667,15.7333,84.24,39,40,4.61,scattered clouds
649,Touros,BR,2022-03-16 16:30:28,-5.1989,-35.4608,86.05,64,41,11.83,scattered clouds
650,Zyryanka,RU,2022-03-16 16:30:29,65.75,150.85,-25.98,100,81,4.27,broken clouds
651,Tiznit,MA,2022-03-16 16:30:29,29.5833,-9.5,55.81,80,85,16.13,overcast clouds
652,Antigonish,CA,2022-03-16 16:29:23,45.6169,-61.9986,34.83,64,100,1.99,overcast clouds
653,San Ramon,US,2022-03-16 16:30:30,37.7799,-121.978,56.52,85,0,3.44,clear sky
654,Usinsk,RU,2022-03-16 16:30:31,65.9939,57.5281,22.12,96,100,8.75,overcast clouds
655,Corinth,GR,2022-03-16 16:30:31,37.9407,22.9573,57.88,78,38,9.44,scattered clouds
656,Syamzha,RU,2022-03-16 16:30:31,60.0158,41.0614,10.6,96,63,2.37,broken clouds
657,Bilma,NE,2022-03-16 16:30:32,18.6853,12.9164,81.27,8,4,8.66,clear sky
658,Amuntai,ID,2022-03-16 16:30:32,-2.4177,115.2494,73.42,98,73,1.23,broken clouds
659,Cifuentes,CU,2022-03-16 16:30:33,22.645,-80.0461,84.51,61,20,9.22,few clouds
660,Mehamn,NO,2022-03-16 16:30:33,71.0357,27.8492,35.55,69,0,21.85,clear sky
661,Abha,SA,2022-03-16 16:28:59,18.2164,42.5053,59.25,77,20,11.5,few clouds
662,Saint-Pierre,RE,2022-03-16 16:27:55,-21.3393,55.4781,80.28,84,0,10.36,clear sky
663,Chatra,IN,2022-03-16 16:30:34,24.2167,84.8667,75.88,25,4,3.58,clear sky
664,Hirara,JP,2022-03-16 16:30:34,24.8,125.2833,72.32,79,98,16.6,overcast clouds
665,Ahipara,NZ,2022-03-16 16:30:35,-35.1667,173.1667,62.29,85,100,5.79,light rain
666,Dunedin,NZ,2022-03-16 16:30:35,-45.8742,170.5036,51.8,85,100,3.0,overcast clouds
667,Talcahuano,CL,2022-03-16 16:30:29,-36.7167,-73.1167,56.88,94,100,8.05,mist
668,Dobrinka,RU,2022-03-16 16:30:36,52.1653,40.4731,17.6,92,100,11.83,overcast clouds
669,Eureka,US,2022-03-16 16:30:36,40.8021,-124.1637,46.2,96,0,4.65,clear sky
670,Karratha,AU,2022-03-16 16:30:37,-20.7377,116.8463,89.85,59,90,6.2,overcast clouds
671,Clive,US,2022-03-16 16:30:37,41.603,-93.7241,62.29,49,20,18.41,few clouds
672,Khani,GE,2022-03-16 16:30:38,41.9563,42.9566,26.17,98,99,4.41,snow
673,Katobu,ID,2022-03-16 16:30:38,-4.9408,122.5276,75.92,92,27,0.92,scattered clouds
674,Khandyga,RU,2022-03-16 16:30:39,62.6667,135.6,-5.03,96,100,2.21,overcast clouds
675,Baoro,CF,2022-03-16 16:30:39,5.6667,15.9667,86.38,16,78,5.03,broken clouds
676,Middle Island,US,2022-03-16 16:30:40,40.8843,-72.9373,61.32,64,0,3.44,clear sky
677,Algeciras,ES,2022-03-16 16:28:04,36.1333,-5.4505,58.68,67,75,9.22,broken clouds
678,Kendari,ID,2022-03-16 16:30:41,-3.945,122.4989,76.12,92,24,3.15,few clouds
679,Altus,US,2022-03-16 16:30:41,34.6381,-99.334,65.98,29,0,12.66,clear sky
680,Youghal,IE,2022-03-16 16:30:41,51.95,-7.8506,53.1,48,15,6.62,few clouds
681,Tenabo,MX,2022-03-16 16:30:42,20.05,-90.2333,80.6,42,43,2.35,scattered clouds
682,Sinnamary,GF,2022-03-16 16:30:42,5.3833,-52.95,79.84,83,77,12.19,broken clouds
683,Quelimane,MZ,2022-03-16 16:30:43,-17.8786,36.8883,80.55,83,40,8.05,scattered clouds
684,Kati,ML,2022-03-16 16:30:43,12.7441,-8.0726,91.85,31,90,6.2,overcast clouds
685,Magole,TZ,2022-03-16 16:30:44,-6.3667,37.3667,75.9,83,80,3.31,moderate rain
686,Guliston,UZ,2022-03-16 16:30:44,40.4897,68.7842,53.55,85,58,3.18,broken clouds
687,Guliston,UZ,2022-03-16 16:30:44,40.4897,68.7842,53.55,85,58,3.18,broken clouds
